seq_id	source_tag	primary_tag	start	end	score	strand	frame	Alias	Dbxref	eC_number	gene	ID	Name	note	Ontology_term	Parent	product	score.1	log2FC_2mM_vs_C	padj_2mM_vs_C	log2FC_12mM_vs_2mM	padj_12mM_vs_2mM	log2FC_12mM_vs_C	padj_12mM_vs_C	log2FC_24mM_vs_2mM	padj_24mM_vs_2mM	log2FC_24mM_vs_12mM	padj_24mM_vs_12mM	log2FC_24mM_vs_C	padj_24mM_vs_C
Chrooco029_1	PROKKA	exon	1259	2209	.	1	.					DGKELBDO_00003-T1.exon1				DGKELBDO_00003-T1														
Chrooco029_1	PROKKA	CDS	1259	2209	.	1	0					DGKELBDO_00003-T1.cds				DGKELBDO_00003-T1														
Chrooco029_1	PROKKA	gene	2419	2865	.	-1	.					DGKELBDO_00004							-0.221133333333327	0.356582197823131	-0.011400000000002	0.975919878997501	-0.232533333333329	0.290772984137606	0.262599999999999	0.266057385906883	0.274000000000001	0.492330546753148	0.041466666666672	0.853105199717488
Chrooco029_1	PROKKA	mRNA	2419	2865	.	-1	.					DGKELBDO_00004-T1		EggNog:ENOG501G5X8		DGKELBDO_00004	hypothetical protein													
Chrooco029_1	PROKKA	exon	2419	2865	.	-1	.					DGKELBDO_00004-T1.exon1				DGKELBDO_00004-T1														
Chrooco029_1	PROKKA	CDS	2419	2865	.	-1	0					DGKELBDO_00004-T1.cds				DGKELBDO_00004-T1														
Chrooco029_1	PROKKA	gene	3134	3664	.	-1	.					DGKELBDO_00005							0.253900000000002	0.066813065236294	-0.068900000000003	0.702543920879535	0.184999999999999	0.138582695836558	0.183866666666667	0.16802409606511	0.25276666666667	0.237067324807297	0.437766666666668	0.00275033748366
Chrooco029_1	PROKKA	mRNA	3134	3664	.	-1	.		PFAM:PF09150, InterPro:IPR036917, InterPro:IPR015233			DGKELBDO_00005-T1		COG:S, UniProtKB:P74102, EggNog:ENOG501G5CF	GO:0031404, GO:0030089, GO:0016037	DGKELBDO_00005	Orange carotenoid-binding protein													
Chrooco029_1	PROKKA	exon	3134	3664	.	-1	.					DGKELBDO_00005-T1.exon1				DGKELBDO_00005-T1														
Chrooco029_1	PROKKA	CDS	3134	3664	.	-1	0					DGKELBDO_00005-T1.cds				DGKELBDO_00005-T1														
Chrooco029_1	PROKKA	gene	3876	4181	.	1	.					DGKELBDO_00006							-0.752166666666664	0.090264341826464	0.407133333333331	0.445744907013783	-0.345033333333333	0.393385444656657	0.792666666666669	0.075727538539425	0.385533333333338	0.612394105462543	0.040500000000005	0.920559173444519
Chrooco029_1	PROKKA	mRNA	3876	4181	.	1	.					DGKELBDO_00006-T1		EggNog:ENOG501G8K1		DGKELBDO_00006	hypothetical protein													
Chrooco029_1	PROKKA	exon	3876	4181	.	1	.					DGKELBDO_00006-T1.exon1				DGKELBDO_00006-T1														
Chrooco029_1	PROKKA	CDS	3876	4181	.	1	0					DGKELBDO_00006-T1.cds				DGKELBDO_00006-T1														
Chrooco029_1	PROKKA	gene	4356	5600	.	-1	.					DGKELBDO_00007							0.384266666666665	0.002553511265916	-0.060333333333329	0.650447900402049	0.323933333333336	0.003883905725467	-0.020133333333334	0.862309665927454	0.040199999999995	0.85364759227992	0.364133333333331	0.001483234452785
Chrooco029_1	PROKKA	mRNA	4356	5600	.	-1	.		PFAM:PF16258, PFAM:PF07498, InterPro:IPR036269, InterPro:IPR011112, InterPro:IPR032585			DGKELBDO_00007-T1		COG:U, COG:W, EggNog:ENOG501G01Q, KEGG:K09942	GO:0006353	DGKELBDO_00007	hypothetical protein													
Chrooco029_1	PROKKA	exon	4356	5600	.	-1	.					DGKELBDO_00007-T1.exon1				DGKELBDO_00007-T1														
Chrooco029_1	PROKKA	CDS	4356	5600	.	-1	0					DGKELBDO_00007-T1.cds				DGKELBDO_00007-T1														
Chrooco029_1	PROKKA	gene	6020	6982	.	-1	.					DGKELBDO_00008	mleP																	
Chrooco029_1	PROKKA	mRNA	6020	6982	.	-1	.		InterPro:IPR038770, PFAM:PF03547, InterPro:IPR004776			DGKELBDO_00008-T1		EggNog:ENOG501G40H, COG:S, KEGG:K24180	GO:0055085, GO:0016020	DGKELBDO_00008	malate permease and related proteins													
Chrooco029_1	PROKKA	exon	6020	6982	.	-1	.					DGKELBDO_00008-T1.exon1				DGKELBDO_00008-T1														
Chrooco029_1	PROKKA	CDS	6020	6982	.	-1	0					DGKELBDO_00008-T1.cds				DGKELBDO_00008-T1														
Chrooco029_1	PROKKA	gene	7057	9276	.	-1	.					DGKELBDO_00009							-0.198099999999997	0.06127829163182	-0.194166666666669	0.108425960048754	-0.392266666666666	0.001284269641992	-0.346833333333334	0.004401928873351	-0.152666666666665	0.351808088489987	-0.544933333333331	9.90581748392725E-05
Chrooco029_1	PROKKA	mRNA	7057	9276	.	-1	.		InterPro:IPR025344, PFAM:PF00226, InterPro:IPR044685, PFAM:PF13355, InterPro:IPR036869, InterPro:IPR001623			DGKELBDO_00009-T1		EggNog:ENOG501G0EG, COG:O		DGKELBDO_00009	hypothetical protein													
Chrooco029_1	PROKKA	exon	7057	9276	.	-1	.					DGKELBDO_00009-T1.exon1				DGKELBDO_00009-T1														
Chrooco029_1	PROKKA	CDS	7057	9276	.	-1	0					DGKELBDO_00009-T1.cds				DGKELBDO_00009-T1														
Chrooco029_1	PROKKA	gene	9559	10593	.	1	.	PDHA,  pdhA				DGKELBDO_00010	acoA						-0.035133333333338	0.690853061442476	-0.043233333333333	0.693772859502306	-0.078366666666671	0.301843574278157	-0.126266666666663	0.124672599405355	-0.083033333333329	0.556186208064468	-0.1614	0.037777731263826
Chrooco029_1	PROKKA	mRNA	9559	10593	.	1	.	PDHA,  pdhA	InterPro:IPR050642, InterPro:IPR029061, PFAM:PF02775, InterPro:IPR001017, InterPro:IPR017597, PFAM:PF00676	1.1.1.-, 1.2.4.1		DGKELBDO_00010-T1		KEGG:K00161, UniProtKB:O31404, COG:C, COG1071, EggNog:ENOG501G00Z	GO:0004739, GO:0016624, GO:0006086, GO:0043231	DGKELBDO_00010	Acetoin:2, 6-dichlorophenolindophenol oxidoreductase subunit alpha													
Chrooco029_1	PROKKA	exon	9559	10593	.	1	.					DGKELBDO_00010-T1.exon1				DGKELBDO_00010-T1														
Chrooco029_1	PROKKA	CDS	9559	10593	.	1	0					DGKELBDO_00010-T1.cds				DGKELBDO_00010-T1														
Chrooco029_1	PROKKA	gene	10654	11523	.	1	.					DGKELBDO_00011	lacX						-0.059566666666669	0.55507648393101	-0.0398	0.76486330508713	-0.099366666666668	0.26728122279712	-0.026866666666667	0.806755598000787	0.012933333333333	0.954334166364449	-0.086433333333336	0.313987609245665
Chrooco029_1	PROKKA	mRNA	10654	11523	.	1	.		InterPro:IPR008183, InterPro:IPR014718, PFAM:PF01263, InterPro:IPR011013			DGKELBDO_00011-T1		UniProtKB:P23496, EggNog:ENOG501G0D1, COG:G	GO:0005975, GO:0030246, GO:0003824, GO:0016853	DGKELBDO_00011	Protein LacX,  plasmid													
Chrooco029_1	PROKKA	exon	10654	11523	.	1	.					DGKELBDO_00011-T1.exon1				DGKELBDO_00011-T1														
Chrooco029_1	PROKKA	CDS	10654	11523	.	1	0					DGKELBDO_00011-T1.cds				DGKELBDO_00011-T1														
Chrooco029_1	PROKKA	gene	11594	11667	.	1	.					DGKELBDO_00012																		
Chrooco029_1	PROKKA	tRNA	11594	11667	.	1	.					DGKELBDO_00012-T1				DGKELBDO_00012	tRNA-Lys(ttt)													
Chrooco029_1	PROKKA	exon	11594	11667	.	1	.					DGKELBDO_00012-T1.exon1				DGKELBDO_00012-T1														
Chrooco029_1	PROKKA	gene	12107	12340	.	-1	.					DGKELBDO_00013																		
Chrooco029_1	PROKKA	mRNA	12107	12340	.	-1	.					DGKELBDO_00013-T1		EggNog:ENOG501G92A		DGKELBDO_00013	hypothetical protein													
Chrooco029_1	PROKKA	exon	12107	12340	.	-1	.					DGKELBDO_00013-T1.exon1				DGKELBDO_00013-T1														
Chrooco029_1	PROKKA	CDS	12107	12340	.	-1	0					DGKELBDO_00013-T1.cds				DGKELBDO_00013-T1														
Chrooco029_1	PROKKA	gene	12501	14603	.	1	.					DGKELBDO_00014	cruA						-0.524699999999996	0.001129148364422	-0.058966666666667	0.716170535383572	-0.583666666666662	0.00027023214826	-0.018700000000001	0.893373942445167	0.040266666666666	0.878580562927312	-0.543399999999997	0.000331669179799
Chrooco029_1	PROKKA	mRNA	12501	14603	.	1	.		InterPro:IPR036188	5.5.1.19		DGKELBDO_00014-T1		KEGG:K14605, EggNog:ENOG501G0MU, COG:C		DGKELBDO_00014	lycopene beta-cyclase													
Chrooco029_1	PROKKA	exon	12501	14603	.	1	.					DGKELBDO_00014-T1.exon1				DGKELBDO_00014-T1														
Chrooco029_1	PROKKA	CDS	12501	14603	.	1	0					DGKELBDO_00014-T1.cds				DGKELBDO_00014-T1														
Chrooco029_1	PROKKA	gene	14672	15988	.	-1	.					DGKELBDO_00015							0.008166666666671	0.964877290508786	0.611899999999999	0.0046887157645	0.62006666666667	0.000897585133007	0.425533333333332	0.012568525826899	-0.186366666666666	0.461933416702868	0.433700000000004	0.006117885589228
Chrooco029_1	PROKKA	mRNA	14672	15988	.	-1	.					DGKELBDO_00015-T1		COG:S, EggNog:ENOG501G5MP		DGKELBDO_00015	hypothetical protein													
Chrooco029_1	PROKKA	exon	14672	15988	.	-1	.					DGKELBDO_00015-T1.exon1				DGKELBDO_00015-T1														
Chrooco029_1	PROKKA	CDS	14672	15988	.	-1	0					DGKELBDO_00015-T1.cds				DGKELBDO_00015-T1														
Chrooco029_1	PROKKA	gene	16168	17691	.	-1	.					DGKELBDO_00016							-0.088900000000002	0.412749942073662	-0.118599999999995	0.361024649119608	-0.207499999999998	0.044084535572491	-0.262299999999998	0.023295020305653	-0.143700000000003	0.416263022795082	-0.3512	0.002588694924705
Chrooco029_1	PROKKA	mRNA	16168	17691	.	-1	.		InterPro:IPR011042			DGKELBDO_00016-T1		COG:U, EggNog:ENOG501G1DV		DGKELBDO_00016	hypothetical protein													
Chrooco029_1	PROKKA	exon	16168	17691	.	-1	.					DGKELBDO_00016-T1.exon1				DGKELBDO_00016-T1														
Chrooco029_1	PROKKA	CDS	16168	17691	.	-1	0					DGKELBDO_00016-T1.cds				DGKELBDO_00016-T1														
Chrooco029_1	PROKKA	gene	18028	18723	.	1	.					DGKELBDO_00017							1.35633333333334	0.005691378765436	0.393100000000002	0.434626636285531	1.74943333333334	0.000666262606146	1.20673333333333	0.00994991971097	0.813633333333332	0.209921356214015	2.56306666666667	3.40958494104496E-05
Chrooco029_1	PROKKA	mRNA	18028	18723	.	1	.		InterPro:IPR025419, InterPro:IPR012347, PFAM:PF13628			DGKELBDO_00017-T1		KEGG:K08995, COG:S, EggNog:ENOG502JUER		DGKELBDO_00017	putative membrane protein													
Chrooco029_1	PROKKA	exon	18028	18723	.	1	.					DGKELBDO_00017-T1.exon1				DGKELBDO_00017-T1														
Chrooco029_1	PROKKA	CDS	18028	18723	.	1	0					DGKELBDO_00017-T1.cds				DGKELBDO_00017-T1														
Chrooco029_1	PROKKA	gene	18883	19662	.	-1	.					DGKELBDO_00018							0.069300000000002	0.708874161398835	-0.078333333333337	0.736596998879225	-0.009033333333335	0.958679780662443	-0.218333333333334	0.19908714855045	-0.139999999999997	0.646488909899882	-0.149033333333332	0.328436116453785
Chrooco029_1	PROKKA	mRNA	18883	19662	.	-1	.		PFAM:PF21537, InterPro:IPR015402, InterPro:IPR048447, InterPro:IPR052955			DGKELBDO_00018-T1		EggNog:ENOG501G1N2, COG:S		DGKELBDO_00018	hypothetical protein													
Chrooco029_1	PROKKA	exon	18883	19662	.	-1	.					DGKELBDO_00018-T1.exon1				DGKELBDO_00018-T1														
Chrooco029_1	PROKKA	CDS	18883	19662	.	-1	0					DGKELBDO_00018-T1.cds				DGKELBDO_00018-T1														
Chrooco029_1	PROKKA	gene	19686	20522	.	-1	.					DGKELBDO_00019							-0.443466666666664	0.004646144681491	0.134133333333333	0.394187491049006	-0.309333333333331	0.018249911860545	0.122066666666667	0.349220537580826	-0.012066666666666	0.973958712556413	-0.321399999999997	0.012743346985207
Chrooco029_1	PROKKA	mRNA	19686	20522	.	-1	.		InterPro:IPR029063, PFAM:PF05575, InterPro:IPR052514, PFAM:PF05050, InterPro:IPR006342			DGKELBDO_00019-T1		COG:J, EggNog:ENOG502I388		DGKELBDO_00019	hypothetical protein													
Chrooco029_1	PROKKA	exon	19686	20522	.	-1	.					DGKELBDO_00019-T1.exon1				DGKELBDO_00019-T1														
Chrooco029_1	PROKKA	CDS	19686	20522	.	-1	0					DGKELBDO_00019-T1.cds				DGKELBDO_00019-T1														
Chrooco029_1	PROKKA	gene	20561	22678	.	-1	.					DGKELBDO_00020							-0.207233333333333	0.321383895274434	-0.288400000000005	0.246242791069509	-0.495633333333338	0.018287535886856	-0.297566666666668	0.150437724425565	-0.009166666666664	0.991081116619842	-0.504800000000001	0.01418383651773
Chrooco029_1	PROKKA	mRNA	20561	22678	.	-1	.					DGKELBDO_00020-T1		EggNog:ENOG501G4V8		DGKELBDO_00020	hypothetical protein													
Chrooco029_1	PROKKA	exon	20561	22678	.	-1	.					DGKELBDO_00020-T1.exon1				DGKELBDO_00020-T1														
Chrooco029_1	PROKKA	CDS	20561	22678	.	-1	0					DGKELBDO_00020-T1.cds				DGKELBDO_00020-T1														
Chrooco029_1	PROKKA	gene	22699	23895	.	-1	.					DGKELBDO_00021							-0.739166666666664	0.002443953275022	-0.325366666666664	0.153718611581669	-1.06453333333333	0.00011591138955	-0.535666666666664	0.012777717619113	-0.2103	0.52003838421484	-1.27483333333333	2.16132441936531E-05
Chrooco029_1	PROKKA	mRNA	22699	23895	.	-1	.		InterPro:IPR029063, InterPro:IPR013691, PFAM:PF08484, PFAM:PF13489, PFAM:PF08241			DGKELBDO_00021-T1		COG:H, EggNog:ENOG501G2VI, Coenzyme transport and metabolism		DGKELBDO_00021	hypothetical protein													
Chrooco029_1	PROKKA	exon	22699	23895	.	-1	.					DGKELBDO_00021-T1.exon1				DGKELBDO_00021-T1														
Chrooco029_1	PROKKA	CDS	22699	23895	.	-1	0					DGKELBDO_00021-T1.cds				DGKELBDO_00021-T1														
Chrooco029_1	PROKKA	gene	23901	25124	.	-1	.					DGKELBDO_00022							-0.523033333333331	0.010401259394403	-0.57126666666667	0.015294129065136	-1.0943	6.10674568794192E-05	-0.718533333333335	0.001731859974347	-0.147266666666665	0.641863700038178	-1.24156666666667	1.56326244637771E-05
Chrooco029_1	PROKKA	mRNA	23901	25124	.	-1	.		InterPro:IPR029063, InterPro:IPR013691, PFAM:PF08484, PFAM:PF13489, PFAM:PF08241			DGKELBDO_00022-T1		COG:H, EggNog:ENOG501G1XD, Coenzyme transport and metabolism		DGKELBDO_00022	hypothetical protein													
Chrooco029_1	PROKKA	exon	23901	25124	.	-1	.					DGKELBDO_00022-T1.exon1				DGKELBDO_00022-T1														
Chrooco029_1	PROKKA	CDS	23901	25124	.	-1	0					DGKELBDO_00022-T1.cds				DGKELBDO_00022-T1														
Chrooco029_1	PROKKA	gene	25159	25971	.	-1	.					DGKELBDO_00023							-1.05516666666667	0.003335371444564	-0.280933333333332	0.428303217879359	-1.3361	0.000396036958862	-0.4581	0.117157266593252	-0.177166666666668	0.748619170450477	-1.51326666666667	0.00012336769175
Chrooco029_1	PROKKA	mRNA	25159	25971	.	-1	.		PFAM:PF02585, InterPro:IPR024078, InterPro:IPR003737			DGKELBDO_00023-T1		COG:S, EggNog:ENOG501G5JP, CAZy:CE14, carbohydrate esterase	GO:0016811	DGKELBDO_00023	GlcNAc-PI de-N-acetylase													
Chrooco029_1	PROKKA	exon	25159	25971	.	-1	.					DGKELBDO_00023-T1.exon1				DGKELBDO_00023-T1														
Chrooco029_1	PROKKA	CDS	25159	25971	.	-1	0					DGKELBDO_00023-T1.cds				DGKELBDO_00023-T1														
Chrooco029_1	PROKKA	gene	25916	27220	.	-1	.					DGKELBDO_00024	cotSA						-0.861199999999998	0.356582197823131	-1.28173333333333	0.246922706725862	-2.14293333333333	0.020862703119121	-0.54616666666667	0.572706437230655	0.735566666666664	0.657736064842381	-1.40736666666667	0.094641113084252
Chrooco029_1	PROKKA	mRNA	25916	27220	.	-1	.		PFAM:PF13439, InterPro:IPR050194, PFAM:PF00534, PFAM:PF13692, PFAM:PF13524, InterPro:IPR001296, InterPro:IPR028098	2.4.-.-		DGKELBDO_00024-T1		EggNog:ENOG501G3JN, COG:M, COG0438, UniProtKB:P46915, CAZy:GT4	GO:0016757	DGKELBDO_00024	Spore coat protein SA													
Chrooco029_1	PROKKA	exon	25916	27220	.	-1	.					DGKELBDO_00024-T1.exon1				DGKELBDO_00024-T1														
Chrooco029_1	PROKKA	CDS	25916	27220	.	-1	0					DGKELBDO_00024-T1.cds				DGKELBDO_00024-T1														
Chrooco029_1	PROKKA	gene	27229	28290	.	-1	.					DGKELBDO_00025							-0.810699999999995	0.009336374597951	-0.670466666666666	0.043668253801571	-1.48116666666666	0.000129020180869	-0.793366666666664	0.010098792842043	-0.122899999999998	0.828746157578803	-1.60406666666666	4.95810827499482E-05
Chrooco029_1	PROKKA	mRNA	27229	28290	.	-1	.		InterPro:IPR001173, PFAM:PF00535, InterPro:IPR029044, PFAM:PF13641			DGKELBDO_00025-T1		COG:M, CAZy:GT2_Glycos_transf, EggNog:ENOG501FZUY	GO:0016757	DGKELBDO_00025	hypothetical protein													
Chrooco029_1	PROKKA	exon	27229	28290	.	-1	.					DGKELBDO_00025-T1.exon1				DGKELBDO_00025-T1														
Chrooco029_1	PROKKA	CDS	27229	28290	.	-1	0					DGKELBDO_00025-T1.cds				DGKELBDO_00025-T1														
Chrooco029_1	PROKKA	gene	28519	29748	.	-1	.					DGKELBDO_00026							-0.762433333333334	0.006108030078591	-0.433533333333333	0.119985168124396	-1.19596666666667	0.000196078585728	-0.737166666666665	0.006844933314098	-0.303633333333332	0.438036482428058	-1.4996	2.73565094805289E-05
Chrooco029_1	PROKKA	mRNA	28519	29748	.	-1	.		InterPro:IPR038576, InterPro:IPR029063, InterPro:IPR013691, PFAM:PF08484, PFAM:PF13489, PFAM:PF08421, PFAM:PF08241, InterPro:IPR013630			DGKELBDO_00026-T1		COG:H, EggNog:ENOG501G06X		DGKELBDO_00026	hypothetical protein													
Chrooco029_1	PROKKA	exon	28519	29748	.	-1	.					DGKELBDO_00026-T1.exon1				DGKELBDO_00026-T1														
Chrooco029_1	PROKKA	CDS	28519	29748	.	-1	0					DGKELBDO_00026-T1.cds				DGKELBDO_00026-T1														
Chrooco029_1	PROKKA	gene	29763	30770	.	-1	.					DGKELBDO_00027	hldD_1						-0.706866666666667	0.007431900654447	-0.681733333333336	0.018744243220326	-1.3886	5.9255941293338E-05	-0.871766666666668	0.002202004389776	-0.190033333333332	0.635018934901859	-1.57863333333333	1.51268430984191E-05
Chrooco029_1	PROKKA	mRNA	29763	30770	.	-1	.		PFAM:PF01370, InterPro:IPR036291, PFAM:PF16363, InterPro:IPR050177, InterPro:IPR001509	5.1.3.20		DGKELBDO_00027-T1		EggNog:ENOG501G3FQ, COG:G, COG:M, HAMAP:MF_01601		DGKELBDO_00027	ADP-L-glycero-D-manno-heptose-6-epimerase													
Chrooco029_1	PROKKA	exon	29763	30770	.	-1	.					DGKELBDO_00027-T1.exon1				DGKELBDO_00027-T1														
Chrooco029_1	PROKKA	CDS	29763	30770	.	-1	0					DGKELBDO_00027-T1.cds				DGKELBDO_00027-T1														
Chrooco029_1	PROKKA	gene	30721	31590	.	-1	.	rfbF				DGKELBDO_00028	rfbF_1						-0.585733333333332	0.016630330391237	-0.577733333333335	0.033759887846562	-1.16346666666667	0.0001620790892	-0.793833333333337	0.003333022774335	-0.216100000000003	0.570656294605692	-1.37956666666667	3.35912846318168E-05
Chrooco029_1	PROKKA	mRNA	30721	31590	.	-1	.	rfbF	PFAM:PF00483, InterPro:IPR029044, InterPro:IPR005835, InterPro:IPR046981, InterPro:IPR013446	2.7.7.33		DGKELBDO_00028-T1		KEGG:K00978, COG1208, EggNog:ENOG501G00Y, UniProtKB:Q8Z5I4, COG:J, COG:M	GO:0009243, GO:0009058, GO:0047343	DGKELBDO_00028	Glucose-1-phosphate cytidylyltransferase													
Chrooco029_1	PROKKA	exon	30721	31590	.	-1	.					DGKELBDO_00028-T1.exon1				DGKELBDO_00028-T1														
Chrooco029_1	PROKKA	CDS	30721	31590	.	-1	0					DGKELBDO_00028-T1.cds				DGKELBDO_00028-T1														
Chrooco029_1	PROKKA	gene	32377	33435	.	-1	.					DGKELBDO_00029							0.803566666666665	0.314914774608314	0.911666666666667	0.342719486842092	1.71523333333333	0.028775385183702	-0.061399999999999	0.947617282789811	-0.973066666666666	0.461933416702868	0.742166666666666	0.291422657839337
Chrooco029_1	PROKKA	mRNA	32377	33435	.	-1	.		InterPro:IPR052923, PFAM:PF03773, InterPro:IPR005524			DGKELBDO_00029-T1		COG:S, UniProtKB:Q8DUY3, EggNog:ENOG501G1NJ, KEGG:K07089, COG0701		DGKELBDO_00029	Putative two-component membrane permease complex subunit SMU_747c													
Chrooco029_1	PROKKA	exon	32377	33435	.	-1	.					DGKELBDO_00029-T1.exon1				DGKELBDO_00029-T1														
Chrooco029_1	PROKKA	CDS	32377	33435	.	-1	0					DGKELBDO_00029-T1.cds				DGKELBDO_00029-T1														
Chrooco029_1	PROKKA	gene	33532	34164	.	-1	.					DGKELBDO_00030	rimM						-0.249533333333327	0.022749433173162	0.06503333333333	0.618887929983709	-0.184499999999996	0.055596640652269	0.15763333333333	0.118677812750305	0.092599999999999	0.597750834188547	-0.091899999999997	0.302194845315478
Chrooco029_1	PROKKA	mRNA	33532	34164	.	-1	.		PFAM:PF05239, InterPro:IPR027275, InterPro:IPR011961, InterPro:IPR036976, InterPro:IPR002676, InterPro:IPR009000, PFAM:PF01782, InterPro:IPR011033			DGKELBDO_00030-T1		COG0806, KEGG:K02860, COG:J, UniProtKB:P9WH19, EggNog:ENOG501G5WP	GO:0006364, GO:0043022, GO:0005840	DGKELBDO_00030	Ribosome maturation factor RimM													
Chrooco029_1	PROKKA	exon	33532	34164	.	-1	.					DGKELBDO_00030-T1.exon1				DGKELBDO_00030-T1														
Chrooco029_1	PROKKA	CDS	33532	34164	.	-1	0					DGKELBDO_00030-T1.cds				DGKELBDO_00030-T1														
Chrooco029_1	PROKKA	gene	34177	35460	.	-1	.					DGKELBDO_00031	avtA						-0.037433333333333	0.642862313497859	-0.064466666666665	0.502217774023462	-0.101899999999997	0.149992950108233	-0.058933333333332	0.446892578238196	0.005533333333332	0.98130869369305	-0.096366666666665	0.158275883072831
Chrooco029_1	PROKKA	mRNA	34177	35460	.	-1	.		InterPro:IPR004839, InterPro:IPR015424, InterPro:IPR015421, PFAM:PF00155, InterPro:IPR050859	2.6.1.66		DGKELBDO_00031-T1		KEGG:K00835, EggNog:ENOG501G1NQ, UniProtKB:P09053, COG:E, COG3977	GO:0008483, GO:0030170, GO:0009042, GO:1901605, GO:0009058, GO:0005829	DGKELBDO_00031	Valine--pyruvate aminotransferase													
Chrooco029_1	PROKKA	exon	34177	35460	.	-1	.					DGKELBDO_00031-T1.exon1				DGKELBDO_00031-T1														
Chrooco029_1	PROKKA	CDS	34177	35460	.	-1	0					DGKELBDO_00031-T1.cds				DGKELBDO_00031-T1														
Chrooco029_1	PROKKA	gene	35584	35709	.	-1	.					DGKELBDO_00032																		
Chrooco029_1	PROKKA	mRNA	35584	35709	.	-1	.					DGKELBDO_00032-T1				DGKELBDO_00032	hypothetical protein													
Chrooco029_1	PROKKA	exon	35584	35709	.	-1	.					DGKELBDO_00032-T1.exon1				DGKELBDO_00032-T1														
Chrooco029_1	PROKKA	CDS	35584	35709	.	-1	0					DGKELBDO_00032-T1.cds				DGKELBDO_00032-T1														
Chrooco029_1	PROKKA	gene	36000	38195	.	1	.	PYG,  glgP				DGKELBDO_00033	glgP_1						-1.02693333333333	0.000165570724238	0.490799999999997	0.024785487362768	-0.536133333333332	0.005033526987998	0.513033333333329	0.009751747019725	0.022233333333332	0.954621140761556	-0.5139	0.005093294798616
Chrooco029_1	PROKKA	mRNA	36000	38195	.	1	.	PYG,  glgP	InterPro:IPR024517, PFAM:PF00343, PFAM:PF11897, InterPro:IPR000811, InterPro:IPR011834, InterPro:IPR052182	2.4.1.1		DGKELBDO_00033-T1		EggNog:ENOG501G1HB, KEGG:K00688, UniProtKB:P9WMW1, COG:G, COG0058	GO:0030170, GO:0008184, GO:0004645, GO:0005975	DGKELBDO_00033	Glycogen phosphorylase													
Chrooco029_1	PROKKA	exon	36000	38195	.	1	.					DGKELBDO_00033-T1.exon1				DGKELBDO_00033-T1														
Chrooco029_1	PROKKA	CDS	36000	38195	.	1	0					DGKELBDO_00033-T1.cds				DGKELBDO_00033-T1														
Chrooco029_1	PROKKA	gene	38309	39151	.	1	.					DGKELBDO_00034							-0.083200000000002	0.629151729316018	-0.025633333333332	0.919460115635712	-0.108833333333333	0.476986883069938	0.005866666666666	0.973453470309026	0.031499999999998	0.937884219504047	-0.077333333333336	0.605742727643707
Chrooco029_1	PROKKA	mRNA	38309	39151	.	1	.		InterPro:IPR046761, InterPro:IPR046760, InterPro:IPR009472, PFAM:PF06485, PFAM:PF20429			DGKELBDO_00034-T1		COG:S, EggNog:ENOG501G0P9	GO:0003723	DGKELBDO_00034	hypothetical protein													
Chrooco029_1	PROKKA	exon	38309	39151	.	1	.					DGKELBDO_00034-T1.exon1				DGKELBDO_00034-T1														
